width	sample4p	sample4m	sample5p	sample5m	sample6p	sample6m	sample7p	sample7m	sample8p	sample8m	sample9p	sample9m	sample10p	sample10m	sample11p	sample11m	sample12p	sample12m	sample13p	sample13m	sample14p	sample14m	sample15p	sample15m
WBGene00005494	987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00008129	576	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00201434	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00202248	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00005488	945	1	9	2	2	0	1	3	0	1	3	1	0	3	0	6	6	1	4	2	6	4	5	2	4
WBGene00005489	945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
WBGene00008126	1098	1	0	3	4	1	0	1	0	2	2	3	5	2	4	2	1	3	2	2	0	0	3	3	1
WBGene00008127	1070	177	152	160	178	139	95	158	138	153	150	145	148	182	143	151	152	170	163	109	109	108	77	127	128
WBGene00008128	1041	49	48	43	43	46	23	41	35	32	39	32	50	47	51	57	62	33	54	36	52	47	49	46	45
WBGene00005492	666	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
WBGene00005909	882	6	7	9	8	4	4	4	3	9	3	3	9	5	5	8	6	3	14	0	3	3	3	7	6
WBGene00005491	978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00008122	546	419	442	468	402	438	232	403	397	439	348	348	280	342	251	323	269	319	381	194	214	217	187	194	185
WBGene00045701	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00169082	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
WBGene00169116	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00169260	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00169419	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
WBGene00169606	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00169772	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
WBGene00170230	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00170238	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00170547	21	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00170644	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00045837	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00170804	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00170933	21	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	3	0	1	0	2	0	1
WBGene00170989	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
WBGene00171025	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00171387	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00171458	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00171594	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00171713	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00171741	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00171861	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00045911	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00172242	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00172389	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00172480	21	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00172609	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00172620	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00172817	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00172823	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00172930	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00172967	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173064	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00045917	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173078	21	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
WBGene00173090	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173211	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173352	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
WBGene00173389	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173675	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174320	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174385	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174459	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174766	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00045946	21	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174989	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00046048	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00046051	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00046073	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00046187	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00046196	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00046395	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00046563	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00046634	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00046668	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00046726	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00046729	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00046946	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00046961	21	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00047000	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00047108	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
WBGene00008123	1569	1358	1262	1435	1505	1580	934	1786	1701	1585	1732	1550	1435	1538	1420	1414	1138	1022	1498	964	1164	1082	1549	1052	1717
WBGene00008124	951	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	3	3	2	0	1	0
WBGene00047110	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00047284	21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
WBGene00047304	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00047340	21	0	0	1	0	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0
WBGene00047466	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00047547	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00047548	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00047797	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00047847	21	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0
WBGene00047953	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00047997	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00048003	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00048210	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00048231	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00048245	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00048320	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00048458	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00048499	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00048616	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00048643	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00008125	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00048823	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00049043	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00049162	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00049374	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00049403	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00049448	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00049585	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00049618	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00049651	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00049672	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00049700	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00049812	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00049972	21	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0
WBGene00049998	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00050144	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00050157	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00050183	21	0	0	1	0	0	0	3	1	2	0	0	0	0	0	0	1	0	0	0	2	3	1	0	2
WBGene00050234	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00050346	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00050372	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00050421	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00050655	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00050720	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00165141	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00165183	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00165207	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00165212	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
WBGene00165254	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00165386	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00165651	21	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	3	0	1	0	2	0	1
WBGene00045558	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
WBGene00165784	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00165958	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00165990	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00166016	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00166104	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00166168	21	0	0	0	0	1	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	1	1	2	1
WBGene00166705	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00166892	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
WBGene00167106	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00167126	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00045577	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00167139	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00167339	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00167804	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00167829	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00167853	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00168141	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00168350	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00168566	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
WBGene00168590	21	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
WBGene00168619	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00008130	1467	278	319	363	355	355	200	365	317	333	285	328	283	341	383	398	335	297	434	314	355	305	330	415	289
WBGene00008131	1529	1479	1400	1498	1480	1472	767	1424	1274	1412	1242	1333	1205	1409	1437	1418	1533	1321	1746	1250	1452	1287	1315	1325	1195
WBGene00006529	2095	46516	47188	50520	55480	58456	27438	52029	46108	52687	50984	57146	53237	54602	49351	53288	53533	49653	67458	48222	47575	48935	40290	46707	37780
WBGene00003948	1009	8771	8748	9738	10316	11155	5221	10203	8814	10150	9162	10843	9688	10694	8794	10377	8911	8962	12125	7473	7371	7951	6022	7316	5708
WBGene00001234	996	3359	3286	3480	3560	3791	1657	3497	3119	3359	3069	3558	3391	3636	3311	3695	3666	3504	4988	3661	4066	3817	3796	3833	3911
WBGene00008132	1383	4752	4460	4771	4863	4754	2533	4577	3883	3988	3162	3678	2514	3275	2088	2623	1564	2088	2482	1179	1155	1576	1113	1387	1252
WBGene00008133	1535	294	340	298	323	329	173	348	311	344	288	316	282	362	290	404	384	372	481	364	329	396	323	385	344
WBGene00004196	646	529	399	449	395	419	222	414	382	490	395	495	521	542	613	635	742	613	885	730	965	635	983	757	966
WBGene00008134	888	792	766	692	725	764	398	777	738	764	749	760	735	776	715	783	807	759	945	759	819	670	654	628	611
WBGene00016736	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
WBGene00004335	1546	124	126	132	141	131	67	86	98	79	79	87	87	75	75	80	81	85	103	77	77	104	71	89	71
WBGene00016737	1197	205	189	205	181	205	100	198	147	219	166	211	170	220	184	242	216	178	280	176	182	204	165	161	174
WBGene00000950	2587	116	105	98	137	154	55	107	132	155	142	143	148	184	138	216	191	159	205	157	140	174	156	184	140
WBGene00196966	144	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00198886	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00201316	393	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00007028	12486	19599	17942	19282	20174	20495	10581	20142	17603	21973	19472	21570	19118	21914	19877	21601	20392	20760	25257	17421	16425	17516	16084	16267	14512
WBGene00008136	2446	2993	2821	2817	2652	2825	1317	2631	2097	2604	2144	2683	2172	2766	2364	3166	2554	2724	3755	2282	2461	2733	2395	2679	2234
WBGene00008137	1147	11	3	12	8	9	5	9	8	8	7	19	12	14	10	14	9	8	12	20	24	14	24	16	21
WBGene00008138	923	4	1	2	1	2	0	0	2	1	2	0	2	2	1	1	1	3	5	1	3	0	1	0	2
WBGene00008139	950	35	49	36	56	37	29	48	41	53	49	75	55	81	69	76	81	83	108	64	90	81	70	95	68
WBGene00006617	2544	18123	17164	17831	18473	18696	9336	17344	15543	18199	15805	17444	15739	18208	16487	18268	18292	17236	23312	16611	17438	16288	16669	15460	16388
WBGene00002184	1916	308	319	372	328	354	171	351	318	388	308	437	370	419	356	450	461	445	627	413	392	456	355	460	288
WBGene00008140	2887	1108	1104	1160	1093	1210	709	1170	1024	1269	1158	1327	1162	1402	1331	1346	1376	1358	1717	1300	1398	1341	1303	1246	1091
WBGene00196859	200	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0
WBGene00016738	495	80	78	60	73	78	45	73	79	57	82	83	73	89	63	89	81	79	121	84	89	105	80	83	82
WBGene00000391	900	2447	2003	2150	1959	2223	966	2267	1763	2224	1575	1967	1428	1826	1340	1631	1416	1341	1680	1198	1285	1041	1163	918	1217
WBGene00198492	223	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
WBGene00200050	118	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00200208	118	1	2	0	4	0	0	2	1	4	0	2	3	1	2	2	3	0	1	1	0	4	1	1	1
WBGene00008153	891	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
WBGene00005663	1651	15015	13398	14592	14692	14747	7532	16000	13642	17560	13808	17238	13636	18877	14889	19493	17108	20068	27456	16361	19099	18710	18250	18781	17988
WBGene00008154	1101	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0
WBGene00008155	476	4	3	2	3	4	2	5	1	4	0	7	5	0	4	3	4	3	6	7	1	3	2	1	3
WBGene00008156	357	2	2	1	2	2	1	1	3	0	3	1	0	1	0	1	1	0	0	0	1	0	1	1	0
WBGene00044240	336	2	2	0	0	1	1	0	1	0	0	1	0	1	1	0	3	0	2	0	0	1	0	1	0
WBGene00174018	21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00197745	144	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
WBGene00198738	160	2	0	0	2	0	1	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00199288	166	0	5	1	9	0	6	1	2	0	1	0	1	1	0	0	2	0	0	0	2	1	0	0	0
WBGene00008147	1216	1061	1074	1218	1200	1308	715	1541	1211	1519	1149	1595	1243	1494	1428	1454	1529	1298	1661	1450	1701	1091	1600	1105	1395
WBGene00008148	1933	2368	2353	2491	2486	2401	1384	2570	2358	2514	2381	2632	2364	2622	2500	2646	2509	2154	3065	2129	2087	2039	1924	1999	1664
WBGene00008149	1661	13837	12775	13254	13996	13868	7530	13587	13291	14300	12938	13863	13160	14840	13363	14740	14676	14753	19997	13096	14069	14313	13249	14836	13019
WBGene00006699	3719	29526	28496	28817	29654	30726	15654	30071	25268	31617	26435	30428	25551	31399	25257	30272	25113	28595	33075	20922	20987	23735	19595	21641	18156
WBGene00008150	2563	136	1389	277	3216	413	2730	551	5397	610	4875	533	3389	478	2231	420	1242	254	325	566	347	141	210	102	115
WBGene00008151	1323	3219	2775	2905	2942	2963	1565	3032	2831	3172	2726	2861	2490	2917	2711	2670	3022	2735	3684	2521	2600	2366	2615	2199	2438
WBGene00000964	2369	1351	1266	1398	1385	1527	908	1785	1836	2203	2071	2488	2639	2783	2737	3078	2789	3320	4109	2109	1980	2856	1541	2726	1415
WBGene00008152	639	107	82	109	110	94	54	128	112	102	67	87	71	113	66	105	58	55	65	53	50	51	38	53	41
WBGene00008141	561	1	2	2	1	4	0	0	2	2	2	1	2	5	1	4	1	3	7	0	1	0	0	2	1
WBGene00044180	237	92	56	55	84	72	24	78	53	51	53	69	59	32	29	33	21	17	37	22	14	33	29	38	24
WBGene00195235	305	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
WBGene00198090	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00198897	93	0	0	1	0	0	0	1	0	0	0	1	2	0	1	1	0	0	0	1	0	0	2	0	0
WBGene00201283	150	1	0	1	0	0	0	0	2	0	0	1	0	1	0	1	0	3	1	0	0	1	2	1	1
WBGene00005242	993	6	14	8	5	10	5	7	10	13	9	15	24	10	7	7	12	4	17	20	12	5	8	32	7
WBGene00008142	1339	146	114	147	104	123	53	135	85	91	107	118	120	127	115	133	136	140	185	102	110	102	136	167	142
WBGene00008143	1092	1207	995	1063	1026	1116	538	1113	952	1095	908	968	849	883	789	872	847	808	1000	806	959	780	978	727	989
WBGene00000915	2632	316408	289816	291382	300225	293620	142903	271615	245201	260609	230461	230188	214365	210769	203007	186436	198620	158835	196655	164523	167380	130331	151418	125033	162517
WBGene00008144	1233	60	36	48	51	35	32	32	38	54	32	26	39	42	34	34	32	36	41	28	43	42	39	35	31
WBGene00006836	2767	7724	7108	8134	8016	8785	4717	9868	8583	10935	9455	11288	9978	12248	10817	12897	11443	12512	16143	9727	10223	11430	9891	11058	8628
WBGene00008145	4814	522	507	534	599	639	354	609	601	672	724	847	692	847	820	923	973	943	1226	710	786	920	822	895	746
WBGene00008146	642	61	50	43	49	39	21	57	45	90	78	145	98	154	105	167	95	152	118	51	25	53	14	24	4
WBGene00014287	73	0	1	1	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0
WBGene00008157	992	0	0	2	1	2	0	1	1	2	0	0	3	0	1	0	1	1	4	2	0	0	1	0	2
WBGene00199719	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00008158	1089	1	2	0	1	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1
WBGene00008159	1038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00008160	906	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
WBGene00008161	1107	20	38	22	39	27	24	24	35	40	41	23	23	20	16	18	11	6	8	5	2	5	4	3	2
WBGene00008162	1074	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
WBGene00008163	489	0	0	0	0	1	1	0	0	0	3	0	2	0	0	1	3	1	0	0	2	1	1	1	2
WBGene00003671	1058	2	2	0	1	4	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0
WBGene00014288	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00000851	1434	3	1	1	1	1	0	0	0	0	3	1	1	0	0	0	1	0	1	0	0	1	0	0	2
WBGene00195579	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00196266	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	0	0
WBGene00196525	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00196949	200	1	0	1	6	3	0	0	4	3	2	9	0	2	4	3	3	1	6	2	4	5	5	4	2
WBGene00197136	134	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
WBGene00197312	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00198159	150	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
